dataset,method,method_label,raw_method,engine,configuration,alpha_mode,prescribed_alpha,harmonics,base_configuration,D0,alpha,noise,seed,pressure_prior,pressure_prior_label,pressure_source,n_spatial_problems,D0_hat,alpha_hat,D0_interval_low,D0_interval_high,alpha_interval_low,alpha_interval_high,median_relative_D0_error,median_alpha_absolute_error,median_velocity_relative_rmse,D0_coverage_rate,alpha_coverage_rate,boundary_hit_rate,median_D0_interval_width_decades,median_alpha_interval_width,dashboard
pl_d1e-04_a2_n00_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.0001,2.0,0.0,42,none,No pressure prior,,1,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.920406264934576e-08,1.0,1.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-04_a2_n00_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_mosaic,Linear Mosaic,linear_mosaic,cpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.0001,2.0,0.0,42,none,No pressure prior,,1,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.9738619697591768e-08,1.0,1.0,0.0,0.0,0.0,../linear_mosaic/pl_d1e-04_a2_n00_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.0001,2.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00015848931924611142,0.0,0.00015848931924611142,0.00015848931924611142,0.0,0.0,0.9,2.0,1.7419409425402448,0.0,0.0,0.1320754716981132,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.0001,2.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00017782794100389227,0.0,0.00017782794100389227,0.00017782794100389227,0.0,0.0,0.9,2.0,1.6597693566218041,0.05660377358490566,0.0,0.05660377358490566,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.0001,2.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00014125375446227554,1.0,0.00014125375446227554,0.00014125375446227554,1.0,1.0,0.7761278861431663,1.0,1.461412299757582,0.0,0.0,0.09433962264150944,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.0001,2.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00015848931924611142,1.0,0.00015848931924611142,0.00015848931924611142,1.0,1.0,0.5848931924611142,1.0,1.2790747468560593,0.05660377358490566,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.0001,2.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2594063341482122,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.0001,2.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2475316125696874,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.0001,2.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2594063341482122,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.0001,2.0,0.0,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2475316125696874,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.0001,2.0,0.0,42,none,No pressure prior,,53,0.00015848931924611142,0.0,0.00015848931924611142,0.00015848931924611142,0.0,0.0,0.9,2.0,1.7419409430160824,0.0,0.0,0.1320754716981132,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.0001,2.0,0.0,42,none,No pressure prior,,53,0.00017782794100389227,0.0,0.00017782794100389227,0.00017782794100389227,0.0,0.0,0.9,2.0,1.6597693566200875,0.05660377358490566,0.0,0.05660377358490566,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.0001,2.0,0.0,42,none,No pressure prior,,53,0.00014125375446227554,1.0,0.00014125375446227554,0.00014125375446227554,1.0,1.0,0.7761278861431663,1.0,1.461412397602557,0.0,0.0,0.09433962264150944,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.0001,2.0,0.0,42,none,No pressure prior,,53,0.00015848931924611142,1.0,0.00015848931924611142,0.00015848931924611142,1.0,1.0,0.5848931924611142,1.0,1.279074750298683,0.05660377358490566,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.0001,2.0,0.0,42,none,No pressure prior,,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2594063345673732,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.0001,2.0,0.0,42,none,No pressure prior,,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2475316132170322,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.0001,2.0,0.0,42,none,No pressure prior,,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2594063345673732,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.0001,2.0,0.0,42,none,No pressure prior,,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2475316132170322,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.0001,2.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K3__dc_only__seed42,53,0.00015848931924611142,0.0,0.00015848931924611142,0.00015848931924611142,0.0,0.0,0.9,2.0,1.7419409430153325,0.0,0.0,0.1320754716981132,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.0001,2.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K3__dc_only__seed42,53,0.00017782794100389227,0.0,0.00017782794100389227,0.00017782794100389227,0.0,0.0,0.9,2.0,1.6597693566236444,0.05660377358490566,0.0,0.05660377358490566,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.0001,2.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K3__dc_only__seed42,53,0.00014125375446227554,1.0,0.00014125375446227554,0.00014125375446227554,1.0,1.0,0.7761278861431663,1.0,1.4614122997582117,0.0,0.0,0.09433962264150944,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.0001,2.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K3__dc_only__seed42,53,0.00015848931924611142,1.0,0.00015848931924611142,0.00015848931924611142,1.0,1.0,0.5848931924611142,1.0,1.2790747484879235,0.05660377358490566,0.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.0001,2.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K3__dc_only__seed42,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2594063346063222,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1_h2__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.0001,2.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K3__dc_only__seed42,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2475316116453847,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_prescribed_2__h1_h2__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.0001,2.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K3__dc_only__seed42,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2594063346063222,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_solved__h1__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n00_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.0001,2.0,0.0,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K3__dc_only__seed42,53,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,1.2475316116453847,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-04_a2_n00_s42/alpha_solved__h1_h2__pressure_scaled__physics_informed_gnn__K3__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.0001,2.0,0.1,42,none,No pressure prior,,1,0.00019952623149688788,0.0,0.00019952623149688788,0.00019952623149688788,0.0,0.0,0.9952623149688786,2.0,0.37147372599124323,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-04_a2_n10_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.0001,2.0,0.1,42,none,No pressure prior,,1,0.000223872113856834,0.0,0.000223872113856834,0.000223872113856834,0.0,0.0,1.2387211385683397,2.0,0.413646561337395,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-04_a2_n10_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.0001,2.0,0.1,42,none,No pressure prior,,1,0.00017782794100389227,1.0,0.00017782794100389227,0.00017782794100389227,1.0,1.0,0.7782794100389226,1.0,0.17473162084460495,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-04_a2_n10_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.0001,2.0,0.1,42,none,No pressure prior,,1,0.00017782794100389227,1.0,0.00017782794100389227,0.00017782794100389227,1.0,1.0,0.7782794100389226,1.0,0.21323766077464512,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-04_a2_n10_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.0001,2.0,0.1,42,none,No pressure prior,,1,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,0.00216082536868368,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-04_a2_n10_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.0001,2.0,0.1,42,none,No pressure prior,,1,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,0.0020576967813586266,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-04_a2_n10_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.0001,2.0,0.1,42,none,No pressure prior,,1,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,0.00216082536868368,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-04_a2_n10_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.0001,2.0,0.1,42,none,No pressure prior,,1,0.0001,2.0,0.0001,0.0001,2.0,2.0,0.0,0.0,0.0020576967813586266,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-04_a2_n10_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.0001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00014125375446227554,0.0,7.079457843841373e-05,0.0002818382931264455,0.0,0.0,0.5848931924611142,2.0,1.8102349709214751,0.660377358490566,0.0,0.018867924528301886,0.6000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.0001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00014125375446227554,0.0,8.912509381337459e-05,0.00019952623149688788,0.0,0.0,0.5533164078490366,2.0,1.8287211350711536,0.6415094339622641,0.0,0.018867924528301886,0.39999999999999947,0.0,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.0001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00012589254117941674,1.0,6.309573444801929e-05,0.0002511886431509582,1.0,1.0,0.5533164078490366,1.0,1.680709266717433,0.6981132075471698,0.0,0.0,0.5999999999999996,0.0,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.0001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.00012589254117941674,1.0,7.943282347242822e-05,0.00019952623149688788,1.0,1.0,0.4125375446227554,1.0,1.6457350599755443,0.660377358490566,0.0,0.018867924528301886,0.3500000000000006,0.0,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.0001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0001,2.0,4.466835921509635e-05,0.00017782794100389227,2.0,2.0,0.3690426555198071,0.0,1.8145609999288985,0.9622641509433962,1.0,0.0,0.6499999999999995,0.0,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.0001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0001,2.0,5.623413251903491e-05,0.00012589254117941674,2.0,2.0,0.12201845430196295,0.0,1.9555642033886156,0.8679245283018868,1.0,0.0,0.39999999999999986,0.0,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.0001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0001,1.9000000000000004,3.9810717055349695e-05,0.00017782794100389227,1.5,2.5500000000000003,0.4125375446227554,0.19999999999999973,1.7678829467372434,0.9622641509433962,1.0,0.0,0.7500000000000004,1.0500000000000003,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.0001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0001,2.0,5.623413251903491e-05,0.00014125375446227554,1.7000000000000002,2.25,0.20567176527571782,0.09999999999999964,2.0107304209073096,0.8679245283018868,1.0,0.0,0.40000000000000036,0.5499999999999998,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.0001,2.0,0.1,42,none,No pressure prior,,53,0.00014125375446227554,0.0,7.079457843841373e-05,0.0002818382931264455,0.0,0.0,0.5848931924611142,2.0,1.8128865992339156,0.660377358490566,0.0,0.018867924528301886,0.6000000000000005,0.0,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.0001,2.0,0.1,42,none,No pressure prior,,53,0.00014125375446227554,0.0,8.912509381337459e-05,0.00019952623149688788,0.0,0.0,0.5533164078490366,2.0,1.8299581522846358,0.6415094339622641,0.0,0.018867924528301886,0.39999999999999947,0.0,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-04_a2_n10_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.0001,2.0,0.1,42,none,No pressure prior,,53,0.00012589254117941674,1.0,6.309573444801929e-05,0.0002511886431509582,1.0,1.0,0.5533164078490366,1.0,1.6806810896478692,0.6981132075471698,0.0,0.0,0.5999999999999996,0.0,../bayesian_tile_gpu/pl_d1e-04_a2_n10_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
